Datum;Sat;Temp;Potrosnja
12.9.2006;14;65;16232
12.9.2006;15;66;16123
12.9.2006;16;67;16024
12.9.2006;17;67;16023
12.9.2006;18;66;16012
12.9.2006;19;65;15948
12.9.2006;20;61;16618
12.9.2006;21;57;16212
12.9.2006;22;57;14989
12.9.2006;23;55;13315
12.9.2006;24;53;11819
13.9.2006;1;51;10818
13.9.2006;2;51;10390
13.9.2006;3;50;10150
13.9.2006;4;49;10113
13.9.2006;5;49;10373
13.9.2006;6;49;11462
13.9.2006;7;49;13447
13.9.2006;8;50;14798
13.9.2006;9;53;15354
13.9.2006;10;56;15740
13.9.2006;11;58;16081
13.9.2006;12;60;16169
13.9.2006;13;62;16185
13.9.2006;14;63;16269
13.9.2006;15;64;16142
13.9.2006;16;64;16033
13.9.2006;17;65;16080
13.9.2006;18;64;16108
13.9.2006;19;64;16282
13.9.2006;20;62;16893
13.9.2006;21;61;16461
13.9.2006;22;60;15257
13.9.2006;23;60;13581
13.9.2006;24;59;12071
14.9.2006;1;59;11115
14.9.2006;2;59;10578
14.9.2006;3;59;10388
14.9.2006;4;59;10326
14.9.2006;5;59;10607
14.9.2006;6;59;11690
14.9.2006;7;59;13798
14.9.2006;8;59;15241
14.9.2006;9;60;15863
14.9.2006;10;62;16293
14.9.2006;11;63;16663
14.9.2006;12;65;16858
14.9.2006;13;66;16877
14.9.2006;14;66;16811
14.9.2006;15;66;16809
14.9.2006;16;65;16767
14.9.2006;17;64;16892
14.9.2006;18;64;16983
14.9.2006;19;64;17025
14.9.2006;20;64;17334
14.9.2006;21;63;16765
14.9.2006;22;63;15551
14.9.2006;23;63;13912
14.9.2006;24;62;12442
15.9.2006;1;62;11465
15.9.2006;2;62;10945
15.9.2006;3;62;10650
15.9.2006;4;62;10583
15.9.2006;5;62;10819
15.9.2006;6;62;11848
15.9.2006;7;62;13987
15.9.2006;8;62;15469
15.9.2006;9;63;16203
15.9.2006;10;65;16715
15.9.2006;11;66;17096
15.9.2006;12;69;17233
15.9.2006;13;70;17172
15.9.2006;14;69;17134
15.9.2006;15;69;16942
15.9.2006;16;69;16585
15.9.2006;17;69;16480
15.9.2006;18;68;16462
15.9.2006;19;67;16357
15.9.2006;20;66;16659
15.9.2006;21;64;16197
15.9.2006;22;63;15206
15.9.2006;23;63;13830
15.9.2006;24;62;12483
16.9.2006;1;62;11472
16.9.2006;2;61;10862
16.9.2006;3;61;10484
16.9.2006;4;61;10306
16.9.2006;5;60;10325
16.9.2006;6;60;10685
16.9.2006;7;60;11301
16.9.2006;8;60;12376
16.9.2006;9;62;13772
16.9.2006;10;66;14781
16.9.2006;11;68;15339
16.9.2006;12;71;15560
16.9.2006;13;73;15573
16.9.2006;14;75;15454
16.9.2006;15;76;15339
16.9.2006;16;76;15330
16.9.2006;17;76;15381
16.9.2006;18;76;15371
16.9.2006;19;74;15384
16.9.2006;20;71;16052
16.9.2006;21;68;15779
16.9.2006;22;66;14959
16.9.2006;23;65;13740
16.9.2006;24;64;12497
17.9.2006;1;63;11444
17.9.2006;2;63;10742
17.9.2006;3;61;10369
17.9.2006;4;61;10139
17.9.2006;5;61;10059
17.9.2006;6;60;10231
17.9.2006;7;60;10533
17.9.2006;8;59;11323
17.9.2006;9;62;12494
17.9.2006;10;65;13555
17.9.2006;11;68;14258
17.9.2006;12;71;14734
17.9.2006;13;73;15069
17.9.2006;14;74;15218
17.9.2006;15;76;15317
17.9.2006;16;77;15475
17.9.2006;17;76;15658
17.9.2006;18;75;15879
17.9.2006;19;74;16041
17.9.2006;20;71;16891
17.9.2006;21;68;16544
17.9.2006;22;68;15305
17.9.2006;23;66;13747
17.9.2006;24;65;12406
18.9.2006;1;64;11428
18.9.2006;2;63;10885
18.9.2006;3;62;10607
18.9.2006;4;61;10532
18.9.2006;5;60;10820
18.9.2006;6;60;11943
18.9.2006;7;59;13998
18.9.2006;8;60;15441
18.9.2006;9;61;16298
18.9.2006;10;64;17012
18.9.2006;11;68;17704
18.9.2006;12;72;18223
18.9.2006;13;75;18530
18.9.2006;14;77;18837
18.9.2006;15;78;18963
18.9.2006;16;80;19011
18.9.2006;17;79;18957
18.9.2006;18;79;18731
18.9.2006;19;77;18513
18.9.2006;20;73;19140
18.9.2006;21;71;18456
18.9.2006;22;69;16953
18.9.2006;23;67;15030
18.9.2006;24;67;13383
19.9.2006;1;66;12237
19.9.2006;2;64;11595
19.9.2006;3;64;11271
19.9.2006;4;64;11154
19.9.2006;5;64;11400
19.9.2006;6;65;12535
19.9.2006;7;65;14645
19.9.2006;8;65;16055
19.9.2006;9;66;16762
19.9.2006;10;68;17299
19.9.2006;11;71;17912
19.9.2006;12;73;18380
19.9.2006;13;75;18695
19.9.2006;14;77;18952
19.9.2006;15;78;18912
19.9.2006;16;77;18819
19.9.2006;17;76;18764
19.9.2006;18;75;18716
19.9.2006;19;71;18866
19.9.2006;20;70;19168
19.9.2006;21;69;18442
19.9.2006;22;68;17065
19.9.2006;23;66;15178
19.9.2006;24;66;13531
20.9.2006;1;65;12426
20.9.2006;2;65;11761
20.9.2006;3;62;11274
20.9.2006;4;62;11061
20.9.2006;5;61;11191
20.9.2006;6;59;12176
20.9.2006;7;58;14197
20.9.2006;8;56;15411
20.9.2006;9;58;15984
20.9.2006;10;61;16480
20.9.2006;11;64;16900
20.9.2006;12;66;17096
20.9.2006;13;68;17128
20.9.2006;14;70;17237
20.9.2006;15;69;17126
20.9.2006;16;71;17029
20.9.2006;17;70;16961
20.9.2006;18;68;16774
20.9.2006;19;67;16636
20.9.2006;20;63;17285
20.9.2006;21;61;16730
20.9.2006;22;60;15438
20.9.2006;23;58;13689
20.9.2006;24;57;12175
21.9.2006;1;56;11257
21.9.2006;2;55;10655
21.9.2006;3;53;10340
21.9.2006;4;53;10228
21.9.2006;5;51;10461
21.9.2006;6;51;11521
21.9.2006;7;50;13487
21.9.2006;8;50;14763
21.9.2006;9;51;15328
21.9.2006;10;54;15672
21.9.2006;11;56;15953
21.9.2006;12;58;16049
21.9.2006;13;61;16055
21.9.2006;14;62;16115
21.9.2006;15;64;16035
21.9.2006;16;64;15916
21.9.2006;17;65;15900
21.9.2006;18;64;15844
21.9.2006;19;62;15974
21.9.2006;20;59;16715
21.9.2006;21;56;16195
21.9.2006;22;54;14895
21.9.2006;23;53;13237
21.9.2006;24;52;11827
22.9.2006;1;50;10875
22.9.2006;2;49;10378
22.9.2006;3;48;10112
22.9.2006;4;48;10034
22.9.2006;5;48;10330
22.9.2006;6;47;11357
22.9.2006;7;46;13324
22.9.2006;8;47;14688
22.9.2006;9;50;15278
22.9.2006;10;54;15628
22.9.2006;11;58;15975
22.9.2006;12;61;16067
22.9.2006;13;63;16019
22.9.2006;14;65;16060
22.9.2006;15;67;15952
22.9.2006;16;67;15785
22.9.2006;17;67;15652
22.9.2006;18;67;15447
22.9.2006;19;65;15598
22.9.2006;20;62;16104
22.9.2006;21;61;15623
22.9.2006;22;60;14700
22.9.2006;23;59;13343
22.9.2006;24;59;12063
23.9.2006;1;58;11059
23.9.2006;2;58;10555
23.9.2006;3;58;10264
23.9.2006;4;57;10102
23.9.2006;5;57;10162
23.9.2006;6;58;10484
23.9.2006;7;58;11260
23.9.2006;8;59;12331
23.9.2006;9;60;13763
23.9.2006;10;61;14782
23.9.2006;11;62;15311
23.9.2006;12;63;15456
23.9.2006;13;64;15351
23.9.2006;14;65;15141
23.9.2006;15;66;14887
23.9.2006;16;67;14764
23.9.2006;17;69;14788
23.9.2006;18;69;14908
23.9.2006;19;69;15260
23.9.2006;20;68;15720
23.9.2006;21;67;15285
23.9.2006;22;67;14483
23.9.2006;23;67;13420
23.9.2006;24;66;12233
24.9.2006;1;66;11343
24.9.2006;2;65;10756
24.9.2006;3;64;10411
24.9.2006;4;65;10250
24.9.2006;5;66;10273
24.9.2006;6;66;10489
24.9.2006;7;66;10920
24.9.2006;8;68;11711
24.9.2006;9;69;13009
24.9.2006;10;71;14121
24.9.2006;11;73;14915
24.9.2006;12;75;15430
24.9.2006;13;76;15657
24.9.2006;14;77;15636
24.9.2006;15;76;15544
24.9.2006;16;77;15494
24.9.2006;17;73;15580
24.9.2006;18;72;15720
24.9.2006;19;71;16052
24.9.2006;20;69;16651
24.9.2006;21;68;16066
24.9.2006;22;67;14831
24.9.2006;23;65;13392
24.9.2006;24;64;12053
25.9.2006;1;62;11047
25.9.2006;2;61;10520
25.9.2006;3;59;10263
25.9.2006;4;58;10166
25.9.2006;5;58;10432
25.9.2006;6;58;11493
25.9.2006;7;57;13567
25.9.2006;8;56;14974
25.9.2006;9;59;15663
25.9.2006;10;61;16085
25.9.2006;11;63;16490
25.9.2006;12;64;16613
25.9.2006;13;64;16523
25.9.2006;14;64;16520
25.9.2006;15;65;16362
25.9.2006;16;64;16255
25.9.2006;17;64;16233
25.9.2006;18;65;16244
25.9.2006;19;63;16511
25.9.2006;20;60;17116
25.9.2006;21;57;16425
25.9.2006;22;56;15081
25.9.2006;23;53;13351
25.9.2006;24;54;11832
26.9.2006;1;53;10859
26.9.2006;2;53;10354
26.9.2006;3;52;10087
26.9.2006;4;52;10015
26.9.2006;5;51;10287
26.9.2006;6;52;11420
26.9.2006;7;52;13501
26.9.2006;8;52;14753
26.9.2006;9;54;15337
26.9.2006;10;58;15734
26.9.2006;11;62;16078
26.9.2006;12;64;16249
26.9.2006;13;65;16258
26.9.2006;14;67;16311
26.9.2006;15;67;16231
26.9.2006;16;68;16159
26.9.2006;17;68;16151
26.9.2006;18;67;16116
26.9.2006;19;65;16325
26.9.2006;20;62;16923
26.9.2006;21;58;16220
26.9.2006;22;55;14910
26.9.2006;23;53;13208
26.9.2006;24;52;11758
27.9.2006;1;51;10821
27.9.2006;2;49;10302
27.9.2006;3;48;10050
27.9.2006;4;49;9982
27.9.2006;5;47;10278
27.9.2006;6;46;11353
27.9.2006;7;46;13503
27.9.2006;8;47;14805
27.9.2006;9;50;15281
27.9.2006;10;54;15653
27.9.2006;11;57;15961
27.9.2006;12;60;16227
27.9.2006;13;64;16268
27.9.2006;14;66;16311
27.9.2006;15;67;16190
27.9.2006;16;68;16157
27.9.2006;17;68;16118
27.9.2006;18;67;16087
27.9.2006;19;65;16413
27.9.2006;20;62;17035
27.9.2006;21;60;16387
27.9.2006;22;59;15087
27.9.2006;23;58;13410
27.9.2006;24;57;11967
28.9.2006;1;56;10942
28.9.2006;2;56;10435
28.9.2006;3;56;10178
28.9.2006;4;55;10103
28.9.2006;5;54;10368
28.9.2006;6;54;11450
28.9.2006;7;54;13579
28.9.2006;8;54;14904
28.9.2006;9;56;15494
28.9.2006;10;59;15970
28.9.2006;11;62;16394
28.9.2006;12;66;16543
28.9.2006;13;68;16528
28.9.2006;14;70;16559
28.9.2006;15;70;16426
28.9.2006;16;68;16254
28.9.2006;17;68;16178
28.9.2006;18;66;16164
28.9.2006;19;65;16572
28.9.2006;20;62;17188
28.9.2006;21;61;16596
28.9.2006;22;61;15371
28.9.2006;23;61;13795
28.9.2006;24;61;12287
29.9.2006;1;61;11270
29.9.2006;2;61;10751
29.9.2006;3;61;10509
29.9.2006;4;61;10428
29.9.2006;5;61;10693
29.9.2006;6;61;11766
29.9.2006;7;61;13912
29.9.2006;8;60;15402
29.9.2006;9;61;16094
29.9.2006;10;60;16533
29.9.2006;11;61;16840
29.9.2006;12;60;16854
29.9.2006;13;60;16610
29.9.2006;14;59;16471
29.9.2006;15;61;16155
29.9.2006;16;60;15829
29.9.2006;17;60;15614
29.9.2006;18;59;15388
29.9.2006;19;57;15598
29.9.2006;20;54;15959
29.9.2006;21;53;15393
29.9.2006;22;51;14402
29.9.2006;23;49;13148
29.9.2006;24;48;11867
30.9.2006;1;46;10850
30.9.2006;2;46;10284
30.9.2006;3;43;9952
30.9.2006;4;43;9799
30.9.2006;5;43;9872
30.9.2006;6;42;10263
30.9.2006;7;42;11048
30.9.2006;8;41;12004
30.9.2006;9;44;13194
30.9.2006;10;49;13873
30.9.2006;11;53;14101
30.9.2006;12;56;14071
30.9.2006;13;59;13874
30.9.2006;14;61;13600
30.9.2006;15;62;13357
30.9.2006;16;61;13271
30.9.2006;17;61;13381
30.9.2006;18;61;13737
30.9.2006;19;59;14445
30.9.2006;20;57;14857
30.9.2006;21;58;14373
30.9.2006;22;56;13606
30.9.2006;23;56;12535
30.9.2006;24;56;11418
1.10.2006;1;56;10635
1.10.2006;2;56;10079
1.10.2006;3;56;9776
1.10.2006;4;56;9623
1.10.2006;5;56;9616
1.10.2006;6;57;9815
1.10.2006;7;56;10339
1.10.2006;8;56;11064
1.10.2006;9;56;12278
1.10.2006;10;57;13291
1.10.2006;11;57;13954
1.10.2006;12;57;14360
1.10.2006;13;58;14585
1.10.2006;14;57;14534
1.10.2006;15;57;14397
1.10.2006;16;57;14372
1.10.2006;17;57;14580
1.10.2006;18;58;14894
1.10.2006;19;56;15415
1.10.2006;20;56;15608
1.10.2006;21;54;14995
1.10.2006;22;54;13864
1.10.2006;23;54;12512
1.10.2006;24;53;11319
2.10.2006;1;52;10464
2.10.2006;2;51;9995
2.10.2006;3;50;9824
2.10.2006;4;50;9815
2.10.2006;5;50;10099
2.10.2006;6;49;11188
2.10.2006;7;49;13243
2.10.2006;8;49;14605
2.10.2006;9;52;15272
2.10.2006;10;55;15729
2.10.2006;11;59;16107
2.10.2006;12;61;16263
2.10.2006;13;63;16199
2.10.2006;14;64;16143
2.10.2006;15;65;16006
2.10.2006;16;64;15861
2.10.2006;17;66;15909
2.10.2006;18;65;16042
2.10.2006;19;63;16572
2.10.2006;20;59;17032
2.10.2006;21;57;16264
2.10.2006;22;55;14962
2.10.2006;23;53;13234
2.10.2006;24;51;11796
3.10.2006;1;51;10796
3.10.2006;2;50;10284
3.10.2006;3;49;10025
3.10.2006;4;49;9968
3.10.2006;5;48;10242
3.10.2006;6;48;11345
3.10.2006;7;48;13595
3.10.2006;8;48;14855
3.10.2006;9;51;15301
3.10.2006;10;55;15675
3.10.2006;11;60;16019
3.10.2006;12;65;16231
3.10.2006;13;68;16315
3.10.2006;14;71;16513
3.10.2006;15;73;16531
3.10.2006;16;74;16479
3.10.2006;17;74;16503
3.10.2006;18;73;16613
3.10.2006;19;71;17285
3.10.2006;20;68;17605
3.10.2006;21;67;16838
3.10.2006;22;66;15548
3.10.2006;23;66;13778
3.10.2006;24;64;12317
4.10.2006;1;63;11265
4.10.2006;2;61;10690
4.10.2006;3;60;10370
4.10.2006;4;59;10259
4.10.2006;5;58;10505
4.10.2006;6;57;11599
4.10.2006;7;58;13832
4.10.2006;8;56;15159
4.10.2006;9;59;15789
4.10.2006;10;62;16285
4.10.2006;11;64;16808
4.10.2006;12;68;17048
4.10.2006;13;71;17131
4.10.2006;14;71;17233
4.10.2006;15;72;17198
4.10.2006;16;74;17196
4.10.2006;17;75;17145
4.10.2006;18;73;17092
4.10.2006;19;70;17749
4.10.2006;20;69;18036
4.10.2006;21;68;17356
4.10.2006;22;67;16012
4.10.2006;23;67;14273
4.10.2006;24;67;12752
5.10.2006;1;67;11740
5.10.2006;2;65;11149
5.10.2006;3;61;10754
5.10.2006;4;58;10484
5.10.2006;5;56;10603
5.10.2006;6;52;11601
5.10.2006;7;51;13752
5.10.2006;8;50;14981
5.10.2006;9;51;15419
5.10.2006;10;52;15761
5.10.2006;11;54;15989
5.10.2006;12;56;16083
5.10.2006;13;58;16046
5.10.2006;14;59;16043
5.10.2006;15;59;15888
5.10.2006;16;59;15736
5.10.2006;17;60;15686
5.10.2006;18;59;15683
5.10.2006;19;56;16420
5.10.2006;20;53;16896
5.10.2006;21;51;16237
5.10.2006;22;51;15033
5.10.2006;23;50;13434
5.10.2006;24;49;11984
6.10.2006;1;49;10942
6.10.2006;2;47;10422
6.10.2006;3;46;10158
6.10.2006;4;46;10069
6.10.2006;5;46;10318
6.10.2006;6;45;11390
6.10.2006;7;45;13535
6.10.2006;8;45;14860
6.10.2006;9;46;15372
6.10.2006;10;48;15651
6.10.2006;11;51;15822
6.10.2006;12;53;15790
6.10.2006;13;54;15632
6.10.2006;14;55;15542
6.10.2006;15;56;15315
6.10.2006;16;56;15096
6.10.2006;17;57;15005
6.10.2006;18;55;15111
6.10.2006;19;52;15794
6.10.2006;20;51;16051
6.10.2006;21;49;15480
6.10.2006;22;48;14577
6.10.2006;23;48;13294
6.10.2006;24;48;12030
7.10.2006;1;47;11054
7.10.2006;2;47;10456
7.10.2006;3;47;10141
7.10.2006;4;45;9998
7.10.2006;5;45;10064
7.10.2006;6;44;10437
7.10.2006;7;43;11227
7.10.2006;8;43;12200
7.10.2006;9;44;13348
7.10.2006;10;48;14048
7.10.2006;11;52;14227
7.10.2006;12;55;14152
7.10.2006;13;57;13915
7.10.2006;14;60;13622
7.10.2006;15;60;13374
7.10.2006;16;61;13277
7.10.2006;17;61;13383
7.10.2006;18;60;13688
7.10.2006;19;58;14468
7.10.2006;20;53;14858
7.10.2006;21;51;14412
7.10.2006;22;50;13688
7.10.2006;23;48;12615
7.10.2006;24;46;11514
8.10.2006;1;46;10648
8.10.2006;2;45;10117
8.10.2006;3;44;9799
8.10.2006;4;43;9680
8.10.2006;5;43;9692
8.10.2006;6;42;9927
8.10.2006;7;41;10449
8.10.2006;8;41;11163
8.10.2006;9;43;12255
8.10.2006;10;48;12974
8.10.2006;11;54;13266
8.10.2006;12;57;13364
8.10.2006;13;62;13341
8.10.2006;14;67;13188
8.10.2006;15;66;13067
8.10.2006;16;67;13050
8.10.2006;17;67;13272
8.10.2006;18;66;13644
8.10.2006;19;62;14547
8.10.2006;20;59;14946
8.10.2006;21;56;14399
8.10.2006;22;55;13451
8.10.2006;23;53;12279
8.10.2006;24;51;11227
9.10.2006;1;50;10387
9.10.2006;2;49;9950
9.10.2006;3;47;9744
9.10.2006;4;47;9658
9.10.2006;5;48;9888
9.10.2006;6;47;10642
9.10.2006;7;46;11947
9.10.2006;8;45;13118
9.10.2006;9;49;14192
9.10.2006;10;54;15050
9.10.2006;11;59;15552
9.10.2006;12;65;15767
9.10.2006;13;69;15785
9.10.2006;14;73;15805
9.10.2006;15;75;15768
9.10.2006;16;77;15679
9.10.2006;17;77;15840
9.10.2006;18;76;16080
9.10.2006;19;73;16820
9.10.2006;20;68;17089
9.10.2006;21;64;16283
9.10.2006;22;62;14965
9.10.2006;23;61;13283
9.10.2006;24;60;11813
10.10.2006;1;57;10845
10.10.2006;2;57;10292
10.10.2006;3;57;10042
10.10.2006;4;55;9993
10.10.2006;5;54;10229
10.10.2006;6;54;11309
10.10.2006;7;54;13517
10.10.2006;8;53;14792
10.10.2006;9;56;15326
10.10.2006;10;58;15712
10.10.2006;11;61;16079
10.10.2006;12;63;16251
10.10.2006;13;65;16268
10.10.2006;14;66;16307
10.10.2006;15;66;16171
10.10.2006;16;65;16016
10.10.2006;17;65;15966
10.10.2006;18;64;16132
10.10.2006;19;62;16974
10.10.2006;20;58;17127
10.10.2006;21;58;16376
10.10.2006;22;56;15054
10.10.2006;23;56;13380
10.10.2006;24;55;11941
11.10.2006;1;55;10972
11.10.2006;2;54;10474
11.10.2006;3;53;10198
11.10.2006;4;52;10086
11.10.2006;5;52;10326
11.10.2006;6;52;11442
11.10.2006;7;51;13649
11.10.2006;8;51;14971
11.10.2006;9;53;15369
11.10.2006;10;54;15681
11.10.2006;11;55;15907
11.10.2006;12;56;15976
11.10.2006;13;58;15934
11.10.2006;14;59;15947
11.10.2006;15;59;15831
11.10.2006;16;59;15819
11.10.2006;17;60;16043
11.10.2006;18;59;16540
11.10.2006;19;57;17244
11.10.2006;20;57;17103
11.10.2006;21;56;16381
11.10.2006;22;57;15126
11.10.2006;23;57;13490
11.10.2006;24;57;12122
12.10.2006;1;57;11202
12.10.2006;2;57;10680
12.10.2006;3;58;10432
12.10.2006;4;58;10370
12.10.2006;5;58;10590
12.10.2006;6;58;11660
12.10.2006;7;58;13911
12.10.2006;8;58;15368
12.10.2006;9;59;15866
12.10.2006;10;60;16153
12.10.2006;11;62;16477
12.10.2006;12;64;16650
12.10.2006;13;65;16712
12.10.2006;14;67;16707
12.10.2006;15;66;16537
12.10.2006;16;67;16359
12.10.2006;17;67;16345
12.10.2006;18;67;16434
12.10.2006;19;64;17193
12.10.2006;20;63;17310
12.10.2006;21;61;16586
12.10.2006;22;58;15284
12.10.2006;23;57;13659
12.10.2006;24;57;12158
13.10.2006;1;56;11099
13.10.2006;2;54;10545
13.10.2006;3;50;10212
13.10.2006;4;48;10097
13.10.2006;5;44;10344
13.10.2006;6;43;11393
13.10.2006;7;42;13658
13.10.2006;8;40;14960
13.10.2006;9;40;15314
13.10.2006;10;43;15560
13.10.2006;11;46;15674
13.10.2006;12;48;15639
13.10.2006;13;50;15471
13.10.2006;14;52;15394
13.10.2006;15;53;15210
13.10.2006;16;54;14984
13.10.2006;17;54;14901
13.10.2006;18;53;15046
13.10.2006;19;51;15963
13.10.2006;20;48;16043
13.10.2006;21;47;15501
13.10.2006;22;45;14678
13.10.2006;23;43;13433
13.10.2006;24;41;12160
14.10.2006;1;40;11203
14.10.2006;2;39;10656
14.10.2006;3;38;10384
14.10.2006;4;37;10281
14.10.2006;5;37;10312
14.10.2006;6;36;10749
14.10.2006;7;36;11631
14.10.2006;8;35;12603
14.10.2006;9;38;13713
14.10.2006;10;42;14314
14.10.2006;11;47;14436
14.10.2006;12;52;14286
14.10.2006;13;55;13992
14.10.2006;14;57;13650
14.10.2006;15;58;13388
14.10.2006;16;58;13254
14.10.2006;17;57;13405
14.10.2006;18;56;13925
14.10.2006;19;52;14957
14.10.2006;20;50;14965
14.10.2006;21;48;14552
14.10.2006;22;46;13863
14.10.2006;23;45;12788
14.10.2006;24;45;11760
15.10.2006;1;43;10843
15.10.2006;2;42;10296
15.10.2006;3;41;10076
15.10.2006;4;40;9924
15.10.2006;5;39;9965
15.10.2006;6;38;10236
15.10.2006;7;37;10782
15.10.2006;8;37;11516
15.10.2006;9;38;12579
15.10.2006;10;43;13315
15.10.2006;11;46;13593
15.10.2006;12;50;13698
15.10.2006;13;53;13670
15.10.2006;14;55;13494
15.10.2006;15;56;13347
15.10.2006;16;55;13354
15.10.2006;17;55;13649
15.10.2006;18;54;14336
15.10.2006;19;51;15524
15.10.2006;20;49;15718
15.10.2006;21;47;15136
15.10.2006;22;45;14085
15.10.2006;23;43;12683
15.10.2006;24;42;11481
16.10.2006;1;41;10653
16.10.2006;2;41;10275
16.10.2006;3;40;10144
16.10.2006;4;40;10160
16.10.2006;5;40;10554
16.10.2006;6;38;11825
16.10.2006;7;38;14258
16.10.2006;8;37;15642
16.10.2006;9;39;15957
16.10.2006;10;44;16099
16.10.2006;11;48;16186
16.10.2006;12;52;16160
16.10.2006;13;54;16001
16.10.2006;14;56;15891
16.10.2006;15;56;15701
16.10.2006;16;57;15551
16.10.2006;17;58;15642
16.10.2006;18;57;16082
16.10.2006;19;54;17264
16.10.2006;20;52;17285
16.10.2006;21;49;16545
16.10.2006;22;47;15299
16.10.2006;23;47;13659
16.10.2006;24;45;12252
17.10.2006;1;44;11265
17.10.2006;2;42;10793
17.10.2006;3;42;10560
17.10.2006;4;41;10529
17.10.2006;5;40;10816
17.10.2006;6;40;11994
17.10.2006;7;41;14367
17.10.2006;8;41;15752
17.10.2006;9;43;16078
17.10.2006;10;46;16229
17.10.2006;11;48;16353
17.10.2006;12;50;16371
17.10.2006;13;52;16359
17.10.2006;14;52;16313
17.10.2006;15;51;16261
17.10.2006;16;52;16271
17.10.2006;17;51;16549
17.10.2006;18;51;17234
17.10.2006;19;50;17921
17.10.2006;20;50;17623
17.10.2006;21;50;16773
17.10.2006;22;50;15515
17.10.2006;23;51;13793
17.10.2006;24;51;12362
18.10.2006;1;52;11394
18.10.2006;2;52;10895
18.10.2006;3;54;10640
18.10.2006;4;54;10576
18.10.2006;5;57;10863
18.10.2006;6;57;11989
18.10.2006;7;58;14326
18.10.2006;8;59;15852
18.10.2006;9;60;16197
18.10.2006;10;61;16459
18.10.2006;11;60;16708
18.10.2006;12;61;16670
18.10.2006;13;63;16615
18.10.2006;14;66;16550
18.10.2006;15;67;16396
18.10.2006;16;67;16256
18.10.2006;17;68;16261
18.10.2006;18;67;16534
18.10.2006;19;64;17448
18.10.2006;20;61;17386
18.10.2006;21;58;16587
18.10.2006;22;57;15274
18.10.2006;23;56;13601
18.10.2006;24;55;12104
19.10.2006;1;53;11090
19.10.2006;2;53;10537
19.10.2006;3;52;10248
19.10.2006;4;53;10151
19.10.2006;5;53;10404
19.10.2006;6;53;11539
19.10.2006;7;54;13862
19.10.2006;8;51;15274
19.10.2006;9;53;15642
19.10.2006;10;55;15921
19.10.2006;11;57;16142
19.10.2006;12;59;16182
19.10.2006;13;61;16087
19.10.2006;14;62;16058
19.10.2006;15;62;15907
19.10.2006;16;64;15765
19.10.2006;17;62;15814
19.10.2006;18;61;16154
19.10.2006;19;60;17204
19.10.2006;20;59;17152
19.10.2006;21;58;16466
19.10.2006;22;58;15223
19.10.2006;23;58;13645
19.10.2006;24;58;12203
20.10.2006;1;58;11187
20.10.2006;2;59;10668
20.10.2006;3;59;10382
20.10.2006;4;59;10250
20.10.2006;5;60;10485
20.10.2006;6;60;11588
20.10.2006;7;60;13820
20.10.2006;8;60;15470
20.10.2006;9;60;16092
20.10.2006;10;60;16507
20.10.2006;11;60;16776
20.10.2006;12;61;16818
20.10.2006;13;60;16695
20.10.2006;14;61;16667
20.10.2006;15;62;16445
20.10.2006;16;61;16413
20.10.2006;17;59;16469
20.10.2006;18;55;16564
20.10.2006;19;52;16691
20.10.2006;20;49;16140
20.10.2006;21;47;15478
20.10.2006;22;45;14619
20.10.2006;23;45;13413
20.10.2006;24;44;12152
21.10.2006;1;43;11146
21.10.2006;2;43;10548
21.10.2006;3;43;10268
21.10.2006;4;42;10142
21.10.2006;5;42;10248
21.10.2006;6;42;10673
21.10.2006;7;41;11561
21.10.2006;8;41;12543
21.10.2006;9;42;13703
21.10.2006;10;44;14365
21.10.2006;11;46;14603
21.10.2006;12;48;14470
21.10.2006;13;49;14183
21.10.2006;14;51;13873
21.10.2006;15;52;13607
21.10.2006;16;53;13447
21.10.2006;17;52;13599
21.10.2006;18;51;14136
21.10.2006;19;49;15263
21.10.2006;20;47;15222
21.10.2006;21;45;14768
21.10.2006;22;44;14063
21.10.2006;23;42;13086
21.10.2006;24;41;12003
22.10.2006;1;39;11121
22.10.2006;2;38;10539
22.10.2006;3;37;10260
22.10.2006;4;36;10144
22.10.2006;5;35;10171
22.10.2006;6;35;10429
22.10.2006;7;35;11017
22.10.2006;8;34;11700
22.10.2006;9;35;12753
22.10.2006;10;39;13466
22.10.2006;11;44;13807
22.10.2006;12;47;13903
22.10.2006;13;49;13854
22.10.2006;14;51;13730
22.10.2006;15;53;13571
22.10.2006;16;53;13600
22.10.2006;17;53;13997
22.10.2006;18;52;14863
22.10.2006;19;52;15973
22.10.2006;20;51;15827
22.10.2006;21;50;15168
22.10.2006;22;50;14003
22.10.2006;23;49;12652
22.10.2006;24;49;11423
23.10.2006;1;49;10602
23.10.2006;2;48;10201
23.10.2006;3;48;10015
23.10.2006;4;48;9986
23.10.2006;5;47;10342
23.10.2006;6;47;11474
23.10.2006;7;46;13839
23.10.2006;8;47;15455
23.10.2006;9;47;15865
23.10.2006;10;48;16077
23.10.2006;11;49;16276
23.10.2006;12;50;16307
23.10.2006;13;51;16204
23.10.2006;14;52;16150
23.10.2006;15;51;15920
23.10.2006;16;51;15772
23.10.2006;17;51;15989
23.10.2006;18;49;16602
23.10.2006;19;48;17639
23.10.2006;20;46;17459
23.10.2006;21;45;16659
23.10.2006;22;45;15372
23.10.2006;23;45;13774
23.10.2006;24;44;12279
24.10.2006;1;44;11243
24.10.2006;2;44;10767
24.10.2006;3;44;10541
