Sat;RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
10;1;10;12974;13266
11;1;10;13266;13364
12;1;10;13364;13341
13;0;10;13341;13188
14;0;10;13188;13067
15;1;10;13067;13050
16;1;10;13050;13272
17;1;10;13272;13644
18;1;10;13644;14547
19;1;10;14547;14946
20;0;10;14946;14399
21;0;10;14399;13451
22;1;10;13451;12279
23;1;10;12279;11227
0;1;10;11227;10387
1;1;10;10387;9950
2;1;10;9950;9744
3;0;10;9744;9658
4;0;10;9658;9888
5;1;10;9888;10642
6;1;10;10642;11947
7;1;10;11947;13118
8;1;10;13118;14192
9;1;10;14192;15050
10;0;10;15050;15552
11;0;10;15552;15767
12;1;10;15767;15785
13;1;10;15785;15805
14;1;10;15805;15768
15;1;10;15768;15679
16;1;10;15679;15840
17;0;10;15840;16080
18;0;10;16080;16820
19;1;10;16820;17089
20;1;10;17089;16283
21;1;10;16283;14965
22;1;10;14965;13283
23;1;10;13283;11813
0;0;10;11813;10845
1;0;10;10845;10292
2;1;10;10292;10042
3;1;10;10042;9993
4;1;10;9993;10229
5;1;10;10229;11309
6;1;10;11309;13517
7;0;10;13517;14792
8;0;10;14792;15326
9;1;10;15326;15712
10;1;10;15712;16079
11;1;10;16079;16251
12;1;10;16251;16268
13;1;10;16268;16307
14;0;10;16307;16171
15;0;10;16171;16016
16;1;10;16016;15966
17;1;10;15966;16132
18;1;10;16132;16974
19;1;10;16974;17127
20;1;10;17127;16376
21;0;10;16376;15054
22;0;10;15054;13380
23;1;10;13380;11941
0;1;10;11941;10972
1;1;10;10972;10474
2;1;10;10474;10198
3;1;10;10198;10086
4;0;10;10086;10326
5;0;10;10326;11442
6;1;10;11442;13649
7;1;10;13649;14971
8;1;10;14971;15369
9;1;10;15369;15681
10;1;10;15681;15907
11;0;10;15907;15976
12;0;10;15976;15934
13;1;10;15934;15947
14;1;10;15947;15831
15;1;10;15831;15819
16;1;10;15819;16043
17;1;10;16043;16540
18;0;10;16540;17244
19;0;10;17244;17103
20;1;10;17103;16381
21;1;10;16381;15126
22;1;10;15126;13490
23;1;10;13490;12122
0;1;10;12122;11202
1;0;10;11202;10680
2;0;10;10680;10432
3;1;10;10432;10370
4;1;10;10370;10590
5;1;10;10590;11660
6;1;10;11660;13911
7;1;10;13911;15368
8;0;10;15368;15866
9;0;10;15866;16153
10;1;10;16153;16477
11;1;10;16477;16650
12;1;10;16650;16712
13;1;10;16712;16707
14;1;10;16707;16537
15;0;10;16537;16359
16;0;10;16359;16345
17;1;10;16345;16434
18;1;10;16434;17193
19;1;10;17193;17310
20;1;10;17310;16586
21;1;10;16586;15284
22;0;10;15284;13659
23;0;10;13659;12158
0;1;10;12158;11099
1;1;10;11099;10545
2;1;10;10545;10212
3;1;10;10212;10097
4;1;10;10097;10344
5;0;10;10344;11393
6;0;10;11393;13658
7;1;10;13658;14960
8;1;10;14960;15314
9;1;10;15314;15560
10;1;10;15560;15674
11;1;10;15674;15639
12;0;10;15639;15471
13;0;10;15471;15394
14;1;10;15394;15210
15;1;10;15210;14984
16;1;10;14984;14901
17;1;10;14901;15046
18;1;10;15046;15963
19;0;10;15963;16043
20;0;10;16043;15501
21;1;10;15501;14678
22;1;10;14678;13433
23;1;10;13433;12160
0;1;10;12160;11203
1;1;10;11203;10656
2;0;10;10656;10384
3;0;10;10384;10281
4;1;10;10281;10312
5;1;10;10312;10749
6;1;10;10749;11631
7;1;10;11631;12603
8;1;10;12603;13713
9;0;10;13713;14314
10;0;10;14314;14436
11;1;10;14436;14286
12;1;10;14286;13992
13;1;10;13992;13650
14;1;10;13650;13388
15;1;10;13388;13254
16;0;10;13254;13405
17;0;10;13405;13925
18;1;10;13925;14957
19;1;10;14957;14965
20;1;10;14965;14552
21;1;10;14552;13863
22;1;10;13863;12788
23;0;10;12788;11760
0;0;10;11760;10843
1;1;10;10843;10296
2;1;10;10296;10076
3;1;10;10076;9924
4;1;10;9924;9965
5;1;10;9965;10236
6;0;10;10236;10782
7;0;10;10782;11516
8;1;10;11516;12579
9;1;10;12579;13315
10;1;10;13315;13593
11;1;10;13593;13698
12;1;10;13698;13670
13;0;10;13670;13494
14;0;10;13494;13347
15;1;10;13347;13354
16;1;10;13354;13649
17;1;10;13649;14336
18;1;10;14336;15524
19;1;10;15524;15718
20;0;10;15718;15136
21;0;10;15136;14085
22;1;10;14085;12683
23;1;10;12683;11481
0;1;10;11481;10653
1;1;10;10653;10275
2;1;10;10275;10144
3;0;10;10144;10160
4;0;10;10160;10554
5;1;10;10554;11825
6;1;10;11825;14258
7;1;10;14258;15642
8;1;10;15642;15957
9;1;10;15957;16099
10;0;10;16099;16186
11;0;10;16186;16160
12;1;10;16160;16001
13;1;10;16001;15891
14;1;10;15891;15701
15;1;10;15701;15551
16;1;10;15551;15642
17;0;10;15642;16082
18;0;10;16082;17264
19;1;10;17264;17285
20;1;10;17285;16545
21;1;10;16545;15299
22;1;10;15299;13659
23;1;10;13659;12252
0;0;10;12252;11265
1;0;10;11265;10793
2;1;10;10793;10560
3;1;10;10560;10529
4;1;10;10529;10816
5;1;10;10816;11994
6;1;10;11994;14367
7;0;10;14367;15752
8;0;10;15752;16078
9;1;10;16078;16229
10;1;10;16229;16353
11;1;10;16353;16371
12;1;10;16371;16359
13;1;10;16359;16313
14;0;10;16313;16261
15;0;10;16261;16271
16;1;10;16271;16549
17;1;10;16549;17234
18;1;10;17234;17921
19;1;10;17921;17623
20;1;10;17623;16773
21;0;10;16773;15515
22;0;10;15515;13793
23;1;10;13793;12362
0;1;10;12362;11394
1;1;10;11394;10895
2;1;10;10895;10640
3;1;10;10640;10576
4;0;10;10576;10863
5;0;10;10863;11989
6;1;10;11989;14326
7;1;10;14326;15852
8;1;10;15852;16197
9;1;10;16197;16459
10;1;10;16459;16708
11;0;10;16708;16670
12;0;10;16670;16615
13;1;10;16615;16550
14;1;10;16550;16396
15;1;10;16396;16256
16;1;10;16256;16261
17;1;10;16261;16534
18;0;10;16534;17448
19;0;10;17448;17386
20;1;10;17386;16587
21;1;10;16587;15274
22;1;10;15274;13601
23;1;10;13601;12104
0;1;10;12104;11090
1;0;10;11090;10537
2;0;10;10537;10248
3;1;10;10248;10151
4;1;10;10151;10404
5;1;10;10404;11539
6;1;10;11539;13862
7;1;10;13862;15274
8;0;10;15274;15642
9;0;10;15642;15921
10;1;10;15921;16142
11;1;10;16142;16182
12;1;10;16182;16087
13;1;10;16087;16058
14;1;10;16058;15907
15;0;10;15907;15765
16;0;10;15765;15814
17;1;10;15814;16154
18;1;10;16154;17204
19;1;10;17204;17152
20;1;10;17152;16466
21;1;10;16466;15223
22;0;10;15223;13645
23;0;10;13645;12203
0;1;10;12203;11187
1;1;10;11187;10668
2;1;10;10668;10382
3;1;10;10382;10250
4;1;10;10250;10485
5;0;10;10485;11588
6;0;10;11588;13820
7;1;10;13820;15470
8;1;10;15470;16092
9;1;10;16092;16507
10;1;10;16507;16776
11;1;10;16776;16818
12;0;10;16818;16695
13;0;10;16695;16667
14;1;10;16667;16445
15;1;10;16445;16413
16;1;10;16413;16469
17;1;10;16469;16564
18;1;10;16564;16691
19;0;10;16691;16140
20;0;10;16140;15478
21;1;10;15478;14619
22;1;10;14619;13413
23;1;10;13413;12152
0;1;10;12152;11146
1;1;10;11146;10548
2;0;10;10548;10268
3;0;10;10268;10142
4;1;10;10142;10248
5;1;10;10248;10673
6;1;10;10673;11561
7;1;10;11561;12543
8;1;10;12543;13703
9;0;10;13703;14365
10;0;10;14365;14603
11;1;10;14603;14470
12;1;10;14470;14183
13;1;10;14183;13873
14;1;10;13873;13607
15;1;10;13607;13447
16;0;10;13447;13599
17;0;10;13599;14136
18;1;10;14136;15263
19;1;10;15263;15222
20;1;10;15222;14768
21;1;10;14768;14063
22;1;10;14063;13086
23;0;10;13086;12003
0;0;10;12003;11121
1;1;10;11121;10539
2;1;10;10539;10260
3;1;10;10260;10144
4;1;10;10144;10171
5;1;10;10171;10429
6;0;10;10429;11017
7;0;10;11017;11700
8;1;10;11700;12753
9;1;10;12753;13466
10;1;10;13466;13807
11;1;10;13807;13903
12;1;10;13903;13854
13;0;10;13854;13730
14;0;10;13730;13571
15;1;10;13571;13600
16;1;10;13600;13997
17;1;10;13997;14863
18;1;10;14863;15973
19;1;10;15973;15827
20;0;10;15827;15168
21;0;10;15168;14003
22;1;10;14003;12652
23;1;10;12652;11423
0;1;10;11423;10602
1;1;10;10602;10201
2;1;10;10201;10015
3;0;10;10015;9986
4;0;10;9986;10342
5;1;10;10342;11474
6;1;10;11474;13839
7;1;10;13839;15455
8;1;10;15455;15865
9;1;10;15865;16077
10;0;10;16077;16276
11;0;10;16276;16307
12;1;10;16307;16204
13;1;10;16204;16150
14;1;10;16150;15920
15;1;10;15920;15772
16;1;10;15772;15989
17;0;10;15989;16602
18;0;10;16602;17639
19;1;10;17639;17459
20;1;10;17459;16659
21;1;10;16659;15372
22;1;10;15372;13774
23;1;10;13774;12279
0;0;10;12279;11243
1;0;10;11243;10767
2;1;10;10767;10541
3;1;10;10541;10480
4;1;10;10480;10777
5;1;10;10777;11964
6;1;10;11964;14356
7;0;10;14356;15914
8;0;10;15914;16149
9;1;10;16149;16277
10;1;10;16277;16389
11;1;10;16389;16273
12;1;10;16273;16085
13;1;10;16085;16000
14;0;10;16000;15858
15;0;10;15858;15782
16;1;10;15782;16038
17;1;10;16038;16715
18;1;10;16715;17735
19;1;10;17735;17505
20;1;10;17505;16763
21;0;10;16763;15564
22;0;10;15564;13863
23;1;10;13863;12419
0;1;10;12419;11429
1;1;10;11429;10760
2;1;10;10760;10648
3;1;10;10648;10614
4;0;10;10614;10930
5;0;10;10930;12165
6;1;10;12165;14583
7;1;10;14583;15921
8;1;10;15921;16082
9;1;10;16082;16172
10;1;10;16172;16283
11;0;10;16283;16213
12;0;10;16213;15991
13;1;10;15991;15932
14;1;10;15932;15703
15;1;10;15703;15602
16;1;10;15602;15806
17;1;10;15806;16455
18;0;10;16455;17565
19;0;10;17565;17404
20;1;10;17404;16762
21;1;10;16762;15530
22;1;10;15530;13887
23;1;10;13887;12418
0;1;10;12418;11425
1;0;10;11425;10911
2;0;10;10911;10682
3;1;10;10682;10656
4;1;10;10656;10990
5;1;10;10990;12267
6;1;10;12267;14693
7;1;10;14693;16034
8;0;10;16034;16155
9;0;10;16155;16200
10;1;10;16200;16254
11;1;10;16254;16130
12;1;10;16130;15973
13;1;10;15973;15960
14;1;10;15960;15809
15;0;10;15809;15700
16;0;10;15700;15929
17;1;10;15929;16570
18;1;10;16570;17650
19;1;10;17650;17524
20;1;10;17524;16868
21;1;10;16868;15732
22;0;10;15732;14087
23;0;10;14087;12590
0;1;10;12590;11636
1;1;10;11636;11150
2;1;10;11150;10901
3;1;10;10901;10877
4;1;10;10877;11165
5;0;10;11165;12394
6;0;10;12394;14817
7;1;10;14817;16259
8;1;10;16259;16424
9;1;10;16424;16406
10;1;10;16406;16346
11;1;10;16346;16159
12;0;10;16159;15833
13;0;10;15833;15649
14;1;10;15649;15334
15;1;10;15334;15143
16;1;10;15143;15220
17;1;10;15220;15800
18;1;10;15800;16789
19;0;10;16789;16457
20;0;10;16457;15860
21;1;10;15860;15198
22;1;10;15198;13817
23;1;10;13817;12425
0;1;10;12425;11403
1;1;10;11403;10829
2;0;10;10829;10520
3;0;10;10520;10361
4;1;10;10361;10400
5;1;10;10400;10783
6;1;10;10783;11617
7;1;10;11617;12759
8;1;10;12759;13998
9;0;10;13998;15136
10;0;10;15136;15824
11;1;10;15824;16040
12;1;10;16040;15912
13;1;10;15912;15590
14;1;10;15590;15294
15;1;10;15294;15125
16;0;10;15125;15145
17;0;10;15145;15570
18;1;10;15570;15911
19;1;10;15911;15439
20;1;10;15439;14780
21;1;10;14780;13981
22;1;10;13981;13086
23;0;10;13086;11969
0;0;10;11969;11056
1;1;10;11056;10336
2;1;10;10336;10077
3;1;10;10077;10053
4;1;10;10053;10176
5;1;10;10176;10595
6;0;10;10595;11213
7;0;10;11213;12199
8;1;10;12199;13279
9;1;10;13279;13826
10;1;10;13826;14016
11;1;10;14016;14019
12;1;10;14019;13903
13;0;10;13903;13735
14;0;10;13735;13732
15;1;10;13732;13936
16;1;10;13936;14922
17;1;10;14922;16380
18;1;10;16380;16332
19;1;10;16332;15910
20;0;10;15910;15185
21;0;10;15185;14006
22;1;10;14006;12855
23;1;10;12855;11660
0;1;10;11660;10891
1;1;10;10891;10553
2;1;10;10553;10403
3;0;10;10403;10436
4;0;10;10436;10814
5;1;10;10814;12136
6;1;10;12136;14168
7;1;10;14168;15462
8;1;10;15462;15777
9;1;10;15777;15931
10;0;10;15931;16007
11;0;10;16007;16010
12;1;10;16010;15816
13;1;10;15816;15743
14;1;10;15743;15577
15;1;10;15577;15507
16;1;10;15507;16214
17;0;10;16214;17745
18;0;10;17745;17714
19;1;10;17714;17220
20;1;10;17220;16402
21;1;10;16402;15314
22;1;10;15314;13643
23;1;10;13643;12188
0;0;10;12188;11263
1;0;10;11263;10821
2;1;10;10821;10623
3;1;10;10623;10647
4;1;10;10647;10975
5;1;10;10975;12264
6;1;10;12264;14267
7;0;10;14267;15403
8;0;10;15403;15741
9;1;10;15741;15856
10;1;10;15856;15956
11;1;10;15956;15961
12;1;10;15961;15867
13;1;10;15867;15834
14;0;10;15834;15703
15;0;10;15703;15688
16;1;10;15688;16356
17;1;10;16356;17345
18;1;10;17345;16722
19;1;10;16722;16154
20;1;10;16154;15624
21;0;10;15624;14827
22;0;10;14827;13056
23;1;10;13056;11746
0;1;11;11746;10910
1;1;11;10910;10380
2;1;11;10380;10242
3;1;11;10242;10192
4;0;11;10192;10492
5;0;11;10492;11695
6;1;11;11695;13781
7;1;11;13781;15049
8;1;11;15049;15426
9;1;11;15426;15681
10;1;11;15681;15898
11;0;11;15898;15962
12;0;11;15962;15881
13;1;11;15881;15860
14;1;11;15860;15627
15;1;11;15627;15657
16;1;11;15657;16290
17;1;11;16290;17713
18;0;11;17713;17631
19;0;11;17631;17067
20;1;11;17067;16249
21;1;11;16249;15102
22;1;11;15102;13221
23;1;11;13221;11785
0;1;11;11785;10860
1;0;11;10860;10433
2;0;11;10433;10218
3;1;11;10218;10206
4;1;11;10206;10504
5;1;11;10504;11705
6;1;11;11705;13982
7;1;11;13982;15490
8;0;11;15490;15981
9;0;11;15981;16213
10;1;11;16213;16418
11;1;11;16418;16339
12;1;11;16339;16093
13;1;11;16093;15890
14;1;11;15890;15570
15;0;11;15570;15671
16;0;11;15671;16402
17;1;11;16402;17924
18;1;11;17924;17926
19;1;11;17926;17482
20;1;11;17482;16727
21;1;11;16727;15702
22;0;11;15702;14049
23;0;11;14049;12563
0;1;11;12563;11684
1;1;11;11684;11199
2;1;11;11199;10985
3;1;11;10985;11005
4;1;11;11005;11384
5;0;11;11384;12618
6;0;11;12618;14653
7;1;11;14653;15829
8;1;11;15829;16099
9;1;11;16099;16181
10;1;11;16181;16211
11;1;11;16211;16083
12;0;11;16083;15894
13;0;11;15894;15802
14;1;11;15802;15623
15;1;11;15623;15563
16;1;11;15563;16332
17;1;11;16332;17657
18;1;11;17657;17515
19;0;11;17515;16916
20;0;11;16916;16255
21;1;11;16255;15346
22;1;11;15346;14100
23;1;11;14100;12883
0;1;11;12883;11961
1;1;11;11961;11435
2;0;11;11435;11219
3;0;11;11219;11095
4;1;11;11095;11235
5;1;11;11235;11765
6;1;11;11765;12551
7;1;11;12551;13566
8;1;11;13566;14502
9;0;11;14502;14913
10;0;11;14913;14974
11;1;11;14974;14810
12;1;11;14810;14550
13;1;11;14550;14315
14;1;11;14315;14101
15;1;11;14101;14159
16;0;11;14159;15117
17;0;11;15117;16483
18;1;11;16483;16343
19;1;11;16343;15848
20;1;11;15848;15307
21;1;11;15307;14580
22;1;11;14580;13590
23;0;11;13590;12554
0;0;11;12554;11751
1;1;11;11751;11229
2;1;11;11229;11010
3;1;11;11010;10908
4;1;11;10908;10984
5;1;11;10984;11334
6;0;11;11334;11809
7;0;11;11809;12584
8;1;11;12584;13508
9;1;11;13508;14078
10;1;11;14078;14273
11;1;11;14273;14202
12;1;11;14202;14074
13;0;11;14074;13875
14;0;11;13875;13707
15;1;11;13707;13867
16;1;11;13867;15099
17;1;11;15099;16778
18;1;11;16778;16719
19;1;11;16719;16308
20;0;11;16308;15667
21;0;11;15667;14632
22;1;11;14632;13389
23;1;11;13389;12282
0;1;11;12282;11385
1;1;11;11385;10987
2;1;11;10987;10805
3;0;11;10805;10810
4;0;11;10810;11197
5;1;11;11197;12462
6;1;11;12462;14672
7;1;11;14672;15976
8;1;11;15976;16273
9;1;11;16273;16356
10;0;11;16356;16247
11;0;11;16247;16086
12;1;11;16086;16004
13;1;11;16004;15857
14;1;11;15857;15634
15;1;11;15634;15602
16;1;11;15602;16565
17;0;11;16565;18117
18;0;11;18117;17987
19;1;11;17987;17403
20;1;11;17403;16597
21;1;11;16597;15407
22;1;11;15407;13766
23;1;11;13766;12382
0;0;11;12382;11453
1;0;11;11453;11046
2;1;11;11046;10836
3;1;11;10836;10841
4;1;11;10841;11205
5;1;11;11205;12451
6;1;11;12451;14509
7;0;11;14509;15741
8;0;11;15741;16039
9;1;11;16039;16107
10;1;11;16107;16163
11;1;11;16163;16128
12;1;11;16128;16027
13;1;11;16027;15933
14;0;11;15933;15794
15;0;11;15794;15901
16;1;11;15901;16959
17;1;11;16959;18028
18;1;11;18028;17829
19;1;11;17829;17263
20;1;11;17263;16478
21;0;11;16478;15140
22;0;11;15140;13580
23;1;11;13580;12113
0;1;11;12113;11127
1;1;11;11127;10606
2;1;11;10606;10391
3;1;11;10391;10335
4;0;11;10335;10627
5;0;11;10627;11748
6;1;11;11748;13976
7;1;11;13976;15385
8;1;11;15385;15879
9;1;11;15879;16128
10;1;11;16128;16318
11;0;11;16318;16399
12;0;11;16399;16362
13;1;11;16362;16385
14;1;11;16385;16319
15;1;11;16319;16530
16;1;11;16530;17485
17;1;11;17485;18192
18;0;11;18192;17896
19;0;11;17896;17315
20;1;11;17315;16475
21;1;11;16475;15147
22;1;11;15147;13563
23;1;11;13563;12080
0;1;11;12080;11095
1;0;11;11095;10606
2;0;11;10606;10345
3;1;11;10345;10260
4;1;11;10260;10542
5;1;11;10542;11649
6;1;11;11649;13817
7;1;11;13817;15119
8;0;11;15119;15584
9;0;11;15584;15796
10;1;11;15796;16026
11;1;11;16026;16062
12;1;11;16062;15962
13;1;11;15962;15941
14;1;11;15941;15821
15;0;11;15821;15734
16;0;11;15734;16441
17;1;11;16441;17635
18;1;11;17635;17429
19;1;11;17429;16862
20;1;11;16862;16093
21;1;11;16093;14892
22;0;11;14892;13333
23;0;11;13333;11937
0;1;11;11937;10938
1;1;11;10938;10438
2;1;11;10438;10194
3;1;11;10194;10112
4;1;11;10112;10403
5;0;11;10403;11284
6;0;11;11284;12809
7;1;11;12809;14090
8;1;11;14090;14931
9;1;11;14931;15347
10;1;11;15347;15541
11;1;11;15541;15533
12;0;11;15533;15411
13;0;11;15411;15341
14;1;11;15341;15107
15;1;11;15107;14962
16;1;11;14962;15709
17;1;11;15709;16924
18;1;11;16924;16630
19;0;11;16630;15967
20;0;11;15967;15235
21;1;11;15235;14348
22;1;11;14348;13108
23;1;11;13108;11913
0;1;11;11913;10964
1;1;11;10964;10491
2;0;11;10491;10178
3;0;11;10178;10085
4;1;11;10085;10199
5;1;11;10199;10636
6;1;11;10636;11357
7;1;11;11357;12322
8;1;11;12322;13374
9;0;11;13374;13979
10;0;11;13979;14123
11;1;11;14123;14040
12;1;11;14040;13802
13;1;11;13802;13497
14;1;11;13497;13287
15;1;11;13287;13348
16;0;11;13348;14472
17;0;11;14472;15768
18;1;11;15768;15507
19;1;11;15507;14942
20;1;11;14942;14292
21;1;11;14292;13523
22;1;11;13523;12509
23;0;11;12509;11456
0;0;11;11456;10643
1;1;11;10643;10078
2;1;11;10078;9770
3;1;11;9770;9618
4;1;11;9618;9626
5;1;11;9626;9882
6;0;11;9882;10351
7;0;11;10351;11209
8;1;11;11209;12366
9;1;11;12366;13361
10;1;11;13361;13981
11;1;11;13981;14394
12;1;11;14394;14661
13;0;11;14661;14677
14;0;11;14677;14613
15;1;11;14613;14766
16;1;11;14766;15748
17;1;11;15748;16452
18;1;11;16452;16216
19;1;11;16216;15712
20;0;11;15712;14937
21;0;11;14937;13734
22;1;11;13734;12469
23;1;11;12469;11313
0;1;11;11313;10467
1;1;11;10467;10044
2;1;11;10044;9896
3;0;11;9896;9871
4;0;11;9871;10201
5;1;11;10201;11404
6;1;11;11404;13694
7;1;11;13694;15233
8;1;11;15233;15772
9;1;11;15772;16118
10;0;11;16118;16399
11;0;11;16399;16483
12;1;11;16483;16427
13;1;11;16427;16365
14;1;11;16365;16296
15;1;11;16296;16520
16;1;11;16520;17575
17;0;11;17575;18296
18;0;11;18296;17964
19;1;11;17964;17427
20;1;11;17427;16512
21;1;11;16512;15253
22;1;11;15253;13525
23;1;11;13525;12021
0;0;11;12021;11140
1;0;11;11140;10637
2;1;11;10637;10447
3;1;11;10447;10376
4;1;11;10376;10660
5;1;11;10660;11761
6;1;11;11761;13991
7;0;11;13991;15351
8;0;11;15351;15802
9;1;11;15802;15959
10;1;11;15959;16126
11;1;11;16126;16159
12;1;11;16159;16082
13;1;11;16082;16082
14;0;11;16082;15956
15;0;11;15956;16103
16;1;11;16103;17109
17;1;11;17109;17924
18;1;11;17924;17658
19;1;11;17658;17141
20;1;11;17141;16301
21;0;11;16301;15069
22;0;11;15069;13516
23;1;11;13516;11935
0;1;11;11935;10972
1;1;11;10972;10490
2;1;11;10490;10242
3;1;11;10242;10213
4;0;11;10213;10508
5;0;11;10508;11581
6;1;11;11581;13826
7;1;11;13826;15198
8;1;11;15198;15682
9;1;11;15682;15878
10;1;11;15878;15966
11;0;11;15966;16031
12;0;11;16031;15796
13;1;11;15796;15798
14;1;11;15798;15814
15;1;11;15814;15928
16;1;11;15928;17054
17;1;11;17054;17927
18;0;11;17927;17680
19;0;11;17680;17152
20;1;11;17152;16386
21;1;11;16386;15207
22;1;11;15207;13445
23;1;11;13445;11990
0;1;11;11990;11024
1;0;11;11024;10542
2;0;11;10542;10292
3;1;11;10292;10214
4;1;11;10214;10520
5;1;11;10520;11620
6;1;11;11620;13854
7;1;11;13854;15269
8;0;11;15269;15764
9;0;11;15764;16087
10;1;11;16087;16383
11;1;11;16383;16463
12;1;11;16463;16422
13;1;11;16422;16437
14;1;11;16437;16384
15;0;11;16384;16440
16;0;11;16440;17540
17;1;11;17540;18335
18;1;11;18335;17989
19;1;11;17989;17503
20;1;11;17503;16722
21;1;11;16722;15519
22;0;11;15519;13871
23;0;11;13871;12350
0;1;11;12350;11382
1;1;11;11382;10795
2;1;11;10795;10526
3;1;11;10526;10467
4;1;11;10467;10720
5;0;11;10720;11797
6;0;11;11797;13936
7;1;11;13936;15339
8;1;11;15339;15819
9;1;11;15819;16131
10;1;11;16131;16347
11;1;11;16347;16319
12;0;11;16319;16124
13;0;11;16124;15979
14;1;11;15979;15764
15;1;11;15764;15596
16;1;11;15596;16371
17;1;11;16371;17297
18;1;11;17297;16847
19;0;11;16847;16179
20;0;11;16179;15491
21;1;11;15491;14548
22;1;11;14548;13273
23;1;11;13273;11950
0;1;11;11950;10967
1;1;11;10967;10393
2;0;11;10393;10105
3;0;11;10105;10027
4;1;11;10027;10141
5;1;11;10141;10633
6;1;11;10633;11416
7;1;11;11416;12419
8;1;11;12419;13513
9;0;11;13513;14121
10;0;11;14121;14352
11;1;11;14352;14301
12;1;11;14301;14080
13;1;11;14080;13864
14;1;11;13864;13694
15;1;11;13694;13854
16;0;11;13854;15060
17;0;11;15060;16236
18;1;11;16236;15932
19;1;11;15932;15490
20;1;11;15490;14931
21;1;11;14931;14162
22;1;11;14162;13074
23;0;11;13074;11972
0;0;11;11972;11065
1;1;11;11065;10540
2;1;11;10540;10242
3;1;11;10242;10122
4;1;11;10122;10163
5;1;11;10163;10410
6;0;11;10410;10941
7;0;11;10941;11761
8;1;11;11761;12822
9;1;11;12822;13656
10;1;11;13656;14032
11;1;11;14032;14282
12;1;11;14282;14348
13;0;11;14348;14281
14;0;11;14281;14235
15;1;11;14235;14515
16;1;11;14515;15824
17;1;11;15824;16816
18;1;11;16816;16669
19;1;11;16669;16262
20;0;11;16262;15549
21;0;11;15549;14460
22;1;11;14460;13099
23;1;11;13099;11888
0;1;11;11888;11029
1;1;11;11029;10598
2;1;11;10598;10426
3;0;11;10426;10461
4;0;11;10461;10834
5;1;11;10834;12116
6;1;11;12116;14408
7;1;11;14408;15834
8;1;11;15834;16291
9;1;11;16291;16459
10;0;11;16459;16573
11;0;11;16573;16490
12;1;11;16490;16311
13;1;11;16311;16233
14;1;11;16233;16037
15;1;11;16037;16162
16;1;11;16162;17432
17;0;11;17432;18712
18;0;11;18712;18599
19;1;11;18599;18149
20;1;11;18149;17371
21;1;11;17371;16173
22;1;11;16173;14487
23;1;11;14487;12966
0;0;11;12966;12006
1;0;11;12006;11568
2;1;11;11568;11404
3;1;11;11404;11425
4;1;11;11425;11788
5;1;11;11788;13028
6;1;11;13028;15303
7;0;11;15303;16523
8;0;11;16523;16771
9;1;11;16771;16782
10;1;11;16782;16778
11;1;11;16778;16617
12;1;11;16617;16349
13;1;11;16349;16207
14;0;11;16207;15994
15;0;11;15994;16065
16;1;11;16065;17326
17;1;11;17326;18602
18;1;11;18602;18537
19;1;11;18537;18156
20;1;11;18156;17515
21;0;11;17515;16409
22;0;11;16409;14820
23;1;11;14820;13312
0;1;11;13312;12256
1;1;11;12256;11787
2;1;11;11787;11555
3;1;11;11555;11519
4;0;11;11519;11845
5;0;11;11845;12979
6;1;11;12979;14995
7;1;11;14995;16414
8;1;11;16414;17024
9;1;11;17024;17268
10;1;11;17268;17262
11;0;11;17262;17122
12;0;11;17122;16859
13;1;11;16859;16745
14;1;11;16745;16576
15;1;11;16576;16534
16;1;11;16534;17598
17;1;11;17598;18395
18;0;11;18395;18089
19;0;11;18089;17503
20;1;11;17503;16794
21;1;11;16794;15753
22;1;11;15753;14259
23;1;11;14259;12770
0;1;11;12770;11660
1;0;11;11660;11033
2;0;11;11033;10697
3;1;11;10697;10544
4;1;11;10544;10624
5;1;11;10624;11001
6;1;11;11001;11753
7;1;11;11753;12710
8;0;11;12710;14061
9;0;11;14061;15182
10;1;11;15182;15880
11;1;11;15880;16161
12;1;11;16161;15819
13;1;11;15819;14914
14;1;11;14914;14034
15;0;11;14034;13686
16;0;11;13686;14082
17;1;11;14082;14306
18;1;11;14306;14232
19;1;11;14232;14173
20;1;11;14173;14007
21;1;11;14007;13512
22;0;11;13512;12708
23;0;11;12708;11653
0;1;11;11653;10884
1;1;11;10884;10435
2;1;11;10435;10235
3;1;11;10235;10207
4;1;11;10207;10442
5;0;11;10442;11123
6;0;11;11123;12061
7;1;11;12061;12830
8;1;11;12830;13635
9;1;11;13635;14116
10;1;11;14116;14347
11;1;11;14347;14364
12;0;11;14364;14184
13;0;11;14184;13988
14;1;11;13988;13798
15;1;11;13798;13874
16;1;11;13874;15103
17;1;11;15103;16301
18;1;11;16301;16073
19;0;11;16073;15624
20;0;11;15624;15072
21;1;11;15072;14338
22;1;11;14338;13283
23;1;11;13283;12169
0;1;11;12169;11283
1;1;11;11283;10766
2;0;11;10766;10528
3;0;11;10528;10474
4;1;11;10474;10600
5;1;11;10600;11059
6;1;11;11059;11793
7;1;11;11793;12623
8;1;11;12623;13657
9;0;11;13657;14305
10;0;11;14305;14482
11;1;11;14482;14356
12;1;11;14356;14071
13;1;11;14071;13714
14;1;11;13714;13490
15;1;11;13490;13657
16;0;11;13657;15030
17;0;11;15030;16242
18;1;11;16242;16058
19;1;11;16058;15660
20;1;11;15660;15173
